strategy_id,strategy,detailed_description,universe,asset_class,status,selection_mode,params,sharpe_is,sharpe_oos,sharpe,maxdd_is,maxdd_oos,maxdd,cagr_is,cagr_oos,cagr,trades_is,trades_oos,sharpe_oos_cost_stress_2x,psa_status,psa_stable_cells,psa_grid_cells,robustness_guardrails,robustness_confidence,run_id,note
GF-03,Recovery confirmation,Recovery confirmation: Price + derivatives,BTC,crypto,RUNNER_ONLY,catalog_runner_full_sample,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,SKIP,0,0,catalog runner full-sample only (no IS/OOS split); fees 4.5bps + slip 5bps; PSA unavailable — confidence capped,10.0,catalog_gf_03,0 baseline trades; runner full-sample fallback
GF-04,Risk-off de-risk,Risk-off de-risk: Vol + skew + flows,BTC,crypto,RUNNER_ONLY,catalog_runner_full_sample,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,SKIP,0,0,catalog runner full-sample only (no IS/OOS split); fees 4.5bps + slip 5bps; PSA unavailable — confidence capped,10.0,catalog_gf_04,0 baseline trades; runner full-sample fallback
GF-05,Macro liquidity BTC,Macro liquidity BTC: DXY + BTC,BTC,crypto,RUNNER_ONLY,catalog_runner_full_sample,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,SKIP,0,0,catalog runner full-sample only (no IS/OOS split); fees 4.5bps + slip 5bps; PSA unavailable — confidence capped,10.0,catalog_gf_05,0 baseline trades; runner full-sample fallback
GF-09,STH resistance rejection,STH resistance rejection: Cost basis,BTC,crypto,RUNNER_ONLY,catalog_runner_full_sample,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,SKIP,0,0,catalog runner full-sample only (no IS/OOS split); fees 4.5bps + slip 5bps; PSA unavailable — confidence capped,10.0,catalog_gf_09,0 baseline trades; runner full-sample fallback
GF-06,Dollar inverse sleeve,Dollar inverse sleeve: Correlation,BTC+DXY,multi-asset,RUNNER_ONLY,catalog_runner_full_sample,{},0.806,0.806,0.806,-0.3067,-0.3067,-0.3067,0.1105,0.1105,0.1105,1188,1188,0.0,SKIP,0,0,catalog runner full-sample only (no IS/OOS split); fees 4.5bps + slip 5bps; PSA unavailable — confidence capped,25.0,catalog_gf_06,continuous exposure; runner full-sample fallback
GF-07,Max pain pin ⚠️,Max pain pin ⚠️: Options,BTC,crypto,SKIP,skipped,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,SKIP,0,0,OOS cut-off 2025-01-01 (no OOS tuning); signal lag ≥1 bar; fees 4.5bps + slip 5bps; cost stress 2× fees/slip on OOS; no PSA grid / data skip — baseline params only,0.0,catalog_gf_07,options max pain strikes required
GF-08,Vol compression breakout,Vol compression breakout: DVOL proxy,BTC,crypto,OK,soft_grid_max_robust_sharpe,"{""breakout_window"": 15, ""exit_window"": 10, ""vol_quantile"": 0.1}",0.3462,-0.3278,-0.3278,-0.5419,-0.103,-0.103,0.0515,-0.0332,-0.0332,11,4,-0.3806,NO_STABLE,2,5,OOS cut-off 2025-01-01 (no OOS tuning); signal lag ≥1 bar; fees 4.5bps + slip 5bps; cost stress 2× fees/slip on OOS; PSA grid searched IS-only; no stable plateau — soft floors PF≥1.0 + min trades; selected max (Sharpe+0.25×PF) under soft floors,30.0,catalog_gf_08,soft-selected; stable<3
GF-10,Week 28 scorecard,Full Week 28 playbook: All layers,BTC,crypto,OK,baseline_fallback,"{""fund_abs"": 0.0001, ""mv_thr"": 1.5, ""score_thr"": 2}",0.7987,0.2062,0.2062,-0.2591,-0.2019,-0.2019,0.1442,0.0205,0.0205,3,2,0.1977,NO_STABLE,0,2,OOS cut-off 2025-01-01 (no OOS tuning); signal lag ≥1 bar; fees 4.5bps + slip 5bps; cost stress 2× fees/slip on OOS; baseline params (PSA NO_STABLE / fallback),33.0,catalog_gf_10,baseline fallback
IA-01,BTC leads ETH,BTC leads ETH: Trade ETH in direction of BTC 1d return,ETHUSDT,crypto,OK,soft_grid_max_robust_sharpe,"{""lag_days"": 1}",1.3108,-0.0932,-0.0932,-0.7299,-0.5414,-0.5414,0.811,-0.1815,-0.1815,507,121,-0.4023,NO_STABLE,1,4,OOS cut-off 2025-01-01 (no OOS tuning); signal lag ≥1 bar; fees 4.5bps + slip 5bps; cost stress 2× fees/slip on OOS; PSA grid searched IS-only; no stable plateau — soft floors PF≥1.0 + min trades; selected max (Sharpe+0.25×PF) under soft floors,35.0,catalog_ia_01,soft-selected; stable<3
IA-02,SPY leads BTC,SPY leads BTCUSDT: Risk-on filter for crypto longs,BTCUSDT,crypto,NO_TRADES,baseline_fallback,"{""spy_window"": 5}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,NO_STABLE,0,5,OOS cut-off 2025-01-01 (no OOS tuning); signal lag ≥1 bar; fees 4.5bps + slip 5bps; cost stress 2× fees/slip on OOS; baseline params (PSA NO_STABLE / fallback),20.0,catalog_ia_02,baseline fallback
IA-03,Gold/BTC ratio MR,Gold/BTC ratio MR: Fade ratio z-score,PAXG/BTC,crypto,OK,baseline_fallback,"{""window"": 60, ""z_entry"": 2.0}",0.0,-0.6689,-0.6689,0.0,-0.4618,-0.4618,0.0,-0.2428,-0.2428,0,2,-0.6792,NO_STABLE,0,4,OOS cut-off 2025-01-01 (no OOS tuning); signal lag ≥1 bar; fees 4.5bps + slip 5bps; cost stress 2× fees/slip on OOS; baseline params (PSA NO_STABLE / fallback),10.0,catalog_ia_03,baseline fallback
IA-04,Copper/gold risk-on,Copper/gold ratio: Risk-on when copper/gold rising,BTC,crypto,NO_TRADES,baseline_fallback,"{""ratio_window"": 20}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,NO_STABLE,0,5,OOS cut-off 2025-01-01 (no OOS tuning); signal lag ≥1 bar; fees 4.5bps + slip 5bps; cost stress 2× fees/slip on OOS; baseline params (PSA NO_STABLE / fallback),20.0,catalog_ia_04,baseline fallback
IA-05,Oil shock risk-off,Oil shock risk-off: Reduce BTC when USO 5d return > 8%,BTCUSDT,crypto,OK,baseline_fallback,"{""shock_thr"": 0.08, ""shock_window"": 5}",0.9674,-0.0303,-0.0303,-0.7667,-0.4956,-0.4956,0.5111,-0.1081,-0.1081,1,0,-0.0303,NO_STABLE,0,5,OOS cut-off 2025-01-01 (no OOS tuning); signal lag ≥1 bar; fees 4.5bps + slip 5bps; cost stress 2× fees/slip on OOS; baseline params (PSA NO_STABLE / fallback),10.0,catalog_ia_05,baseline fallback
IA-08,ETH/BTC rotation,ETH/BTC rotation: Hold higher 20d risk-adj momentum,ETHUSDT,crypto,OK,psa_stable_plateau,"{""mom_window"": 20}",0.7428,-0.2064,-0.2064,-0.6723,-0.4241,-0.4241,0.3013,-0.1926,-0.1926,81,26,-0.2825,STABLE,3,5,"OOS cut-off 2025-01-01 (no OOS tuning); signal lag ≥1 bar; fees 4.5bps + slip 5bps; cost stress 2× fees/slip on OOS; PSA IS plateau (Sharpe≥baseline−0.05, PF≥1.2, trades≥min; 3/5 stable cells); rep params = plateau center (Sharpe+0.25×PF), not grid peak",45.0,catalog_ia_08,
IA-09,DXY risk filter,DXY risk filter: Scale all crypto longs by DXY trend,BTCUSDT,crypto,RUNNER_ONLY,catalog_runner_full_sample,{},0.6563,0.6563,0.6563,-0.5676,-0.5676,-0.5676,0.195,0.195,0.195,779,779,0.0,SKIP,0,0,catalog runner full-sample only (no IS/OOS split); fees 4.5bps + slip 5bps; PSA unavailable — confidence capped,25.0,catalog_ia_09,continuous DXY filter; runner full-sample fallback
IA-10,Intermarket divergence,Intermarket divergence: Trade lagging leg when leader moved,ETH lag BTC,crypto,OK,soft_grid_max_robust_sharpe,"{""lead_thr"": 0.02}",0.1542,0.8832,0.8832,-0.2085,-0.149,-0.149,0.0109,0.2091,0.2091,15,5,0.8548,NO_STABLE,0,5,OOS cut-off 2025-01-01 (no OOS tuning); signal lag ≥1 bar; fees 4.5bps + slip 5bps; cost stress 2× fees/slip on OOS; PSA grid searched IS-only; no stable plateau — soft floors PF≥1.0 + min trades; selected max (Sharpe+0.25×PF) under soft floors,63.0,catalog_ia_10,soft-selected; stable<3
IA-06,Rates proxy trend,Rates proxy trend: Gate equity perps (NVDAUSDT) with TLT trend,NVDAUSDT,crypto,SKIP,skipped,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,SKIP,0,0,OOS cut-off 2025-01-01 (no OOS tuning); signal lag ≥1 bar; fees 4.5bps + slip 5bps; cost stress 2× fees/slip on OOS; no PSA grid / data skip — baseline params only,0.0,catalog_ia_06,data error; runner error: No data found for NVDAUSDT after checking local data; yfinance returned no data 
IA-07,Equity perp basket,Equity perp basket: Long strongest of SPY/QQQ/NVDA perps by 20d mom,perp basket,crypto,SKIP,skipped,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,SKIP,0,0,OOS cut-off 2025-01-01 (no OOS tuning); signal lag ≥1 bar; fees 4.5bps + slip 5bps; cost stress 2× fees/slip on OOS; no PSA grid / data skip — baseline params only,0.0,catalog_ia_07,rotation basket; runner error: No data found for SPYUSDT after checking local data; yfinance returned no data f
Q-01,Accrual anomaly ⚠️,"Accrual anomaly ⚠️: Short high accruals, long low",—,—,SKIP,skipped,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,SKIP,0,0,OOS cut-off 2025-01-01 (no OOS tuning); signal lag ≥1 bar; fees 4.5bps + slip 5bps; cost stress 2× fees/slip on OOS; no PSA grid / data skip — baseline params only,0.0,catalog_q_01,fundamentals required
Q-02,PEAD ⚠️,PEAD ⚠️: Drift in direction of earnings surprise,—,—,SKIP,skipped,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,SKIP,0,0,OOS cut-off 2025-01-01 (no OOS tuning); signal lag ≥1 bar; fees 4.5bps + slip 5bps; cost stress 2× fees/slip on OOS; no PSA grid / data skip — baseline params only,0.0,catalog_q_02,earnings data required
Q-03,Dividend premium ⚠️,Dividend premium ⚠️: Long dividend payers,—,—,SKIP,skipped,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,SKIP,0,0,OOS cut-off 2025-01-01 (no OOS tuning); signal lag ≥1 bar; fees 4.5bps + slip 5bps; cost stress 2× fees/slip on OOS; no PSA grid / data skip — baseline params only,0.0,catalog_q_03,fundamentals required
Q-04,Short interest / retail options ⚠️,Short interest / retail options ⚠️: Fade crowded retail,—,—,SKIP,skipped,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,SKIP,0,0,OOS cut-off 2025-01-01 (no OOS tuning); signal lag ≥1 bar; fees 4.5bps + slip 5bps; cost stress 2× fees/slip on OOS; no PSA grid / data skip — baseline params only,0.0,catalog_q_04,short interest/options required
Q-05,Crack spread / refiner lag ⚠️,Crack spread / refiner lag ⚠️: Long refiners vs crack,—,—,SKIP,skipped,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,SKIP,0,0,OOS cut-off 2025-01-01 (no OOS tuning); signal lag ≥1 bar; fees 4.5bps + slip 5bps; cost stress 2× fees/slip on OOS; no PSA grid / data skip — baseline params only,0.0,catalog_q_05,crack spread data required
Q-07,0DTE intraday vol ⚠️,0DTE intraday vol ⚠️: Intraday vol breakout on SPY,—,—,SKIP,skipped,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,SKIP,0,0,OOS cut-off 2025-01-01 (no OOS tuning); signal lag ≥1 bar; fees 4.5bps + slip 5bps; cost stress 2× fees/slip on OOS; no PSA grid / data skip — baseline params only,0.0,catalog_q_07,intraday SPY upload required
Q-10,Margin debt risk-off ⚠️,Margin debt risk-off ⚠️: Reduce equity when margin debt/GDP extreme,—,—,SKIP,skipped,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,SKIP,0,0,OOS cut-off 2025-01-01 (no OOS tuning); signal lag ≥1 bar; fees 4.5bps + slip 5bps; cost stress 2× fees/slip on OOS; no PSA grid / data skip — baseline params only,0.0,catalog_q_10,margin debt/GDP macro upload required
Q-06,VIX risk premium,VIX risk premium: Short vol ETP when VIX elevated vs realized,^VIX,vol,RUNNER_ONLY,catalog_runner_full_sample,{},-1.2318,-1.2318,-1.2318,-1.0,-1.0,-1.0,-0.6793,-0.6793,-0.6793,5230,5230,0.0,SKIP,0,0,catalog runner full-sample only (no IS/OOS split); fees 4.5bps + slip 5bps; PSA unavailable — confidence capped,15.0,catalog_q_06,alias V-05 continuous; runner full-sample fallback
Q-08,Recursive LS proxy,Recursive LS prediction: Online regression forecast per bar,BTCUSDT,crypto,OK,psa_stable_plateau,"{""window"": 30}",1.4217,0.3731,0.3731,-0.5635,-0.3028,-0.3028,0.74,0.0656,0.0656,72,24,0.2467,STABLE,6,6,"OOS cut-off 2025-01-01 (no OOS tuning); signal lag ≥1 bar; fees 4.5bps + slip 5bps; cost stress 2× fees/slip on OOS; PSA IS plateau (Sharpe≥baseline−0.05, PF≥1.2, trades≥min; 6/6 stable cells); rep params = plateau center (Sharpe+0.25×PF), not grid peak",74.0,catalog_q_08,
Q-09,Regime overlay proxy,HMM regime overlay: 2-state HMM gates base strategy,BTCUSDT,crypto,OK,psa_stable_plateau,"{""mom_window"": 40, ""vol_window"": 20}",0.6049,0.5837,0.5837,-0.6014,-0.1208,-0.1208,0.1555,0.1083,0.1083,50,18,0.4693,STABLE,4,5,"OOS cut-off 2025-01-01 (no OOS tuning); signal lag ≥1 bar; fees 4.5bps + slip 5bps; cost stress 2× fees/slip on OOS; PSA IS plateau (Sharpe≥baseline−0.05, PF≥1.2, trades≥min; 4/5 stable cells); rep params = plateau center (Sharpe+0.25×PF), not grid peak",88.0,catalog_q_09,
